# JPS / A* · MovingAI .scen 正确性报告   2026-07-04 22:42:47
构建配置（JPS.Core）：斜穿角=禁止
范围：movingai/ 全部，共 1354 个 .scen 文件，每个 全部用例
并行：每张图加载后用 8 线程（CPU 16 的 1/2）共享同一 JpsSystem 跑该图的用例（兼测 JPS 多线程安全）
原生库：JPS.Native.dll 已加载（G:\GitHub\JPS\x64\Release\JPS.Native.dll）→ 每条用例校验「C 版 JPS 路径 == C# 版 JPS 路径」

校验项：
  ① JPS 整数代价 == A* 整数代价（最优性）
  ② JPS 路径合法（相邻/可走/不切角）
  ③ JPS 真实长度 ≈ 官方最优
  ④ C 版 JPS == C# 版 JPS：compact path 与平滑路径均逐点严格一致（强一致）
  ⑤ 随机改图+还原致缓存失效后，冷重扫 == 热结果
列说明：
  n=用例数  pass=三项全过  jFail=JPS无解(A*有解)  subopt=JPS≠A*  inval=路径非法
  refL=比官方长  refS=比官方短  mism=C≠C#(compact 或平滑不一致)  cold=失效重扫≠热结果

------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
dao-map/den011d.map                              750     750      0       0      0      0      0      0      0
dao-map/den012d.map                             1180    1180      0       0      0      0      0      0      0
dao-map/den020d.map                              379     379      0       0      0      0      0      0      0
dao-map/den101d.map                              210     210      0       0      0      0      0      0      0
dao-map/den200d.map                             1030    1030      0       0      0      0      0      0      0
dao-map/den200n.map                              990     990      0       0      0      0      0      0      0
dao-map/den201d.map                              100     100      0       0      0      0      0      0      0
dao-map/den202d.map                              110     110      0       0      0      0      0      0      0
dao-map/den203d.map                              330     330      0       0      0      0      0      0      0
dao-map/den204d.map                              199     199      0       0      0      0      0      0      0
dao-map/den206d.map                              580     580      0       0      0      0      0      0      0
dao-map/den207d.map                              140     140      0       0      0      0      0      0      0
dao-map/den308d.map                              289     289      0       0      0      0      0      0      0
dao-map/den312d.map                              290     290      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
dao-map/den400d.map                              810     810      0       0      0      0      0      0      0
dao-map/den401d.map                              730     730      0       0      0      0      0      0      0
dao-map/den403d.map                              200     200      0       0      0      0      0      0      0
dao-map/den404d.map                              100     100      0       0      0      0      0      0      0
dao-map/den405d.map                              139     139      0       0      0      0      0      0      0
dao-map/den407d.map                              140     140      0       0      0      0      0      0      0
dao-map/den408d.map                              118     118      0       0      0      0      0      0      0
dao-map/den500d.map                             1599    1599      0       0      0      0      0      0      0
dao-map/den501d.map                             1170    1170      0       0      0      0      0      0      0
dao-map/den502d.map                              680     680      0       0      0      0      0      0      0
dao-map/den504d.map                              630     630      0       0      0      0      0      0      0
dao-map/den505d.map                             1599    1599      0       0      0      0      0      0      0
dao-map/den510d.map                             1940    1940      0       0      0      0      0      0      0
dao-map/den520d.map                              870     870      0       0      0      0      0      0      0
dao-map/den600d.map                             1390    1390      0       0      0      0      0      0      0
dao-map/den601d.map                             1450    1450      0       0      0      0      0      0      0
dao-map/den602d.map                             2660    2660      0       0      0      0      0      0      0
dao-map/den900d.map                              359     359      0       0      0      0      0      0      0
dao-map/den901d.map                              440     440      0       0      0      0      0      0      0
dao-map/den998d.map                              229     229      0       0      0      0      0      0      0
dao-map/hrt000d.map                             2260    2260      0       0      0      0      0      0      0
dao-map/hrt001d.map                              320     320      0       0      0      0      0      0      0
dao-map/hrt002d.map                              170     170      0       0      0      0      0      0      0
dao-map/hrt201d.map                             1099    1099      0       0      0      0      0      0      0
dao-map/hrt201n.map                             1180    1180      0       0      0      0      0      0      0
dao-map/isound1.map                              200     200      0       0      0      0      0      0      0
dao-map/lak100c.map                             1920    1920      0       0      0      0      0      0      0
dao-map/lak100d.map                             2040    2040      0       0      0      0      0      0      0
dao-map/lak100n.map                             1910    1910      0       0      0      0      0      0      0
dao-map/lak101d.map                               60      60      0       0      0      0      0      0      0
dao-map/lak102d.map                              100     100      0       0      0      0      0      0      0
dao-map/lak103d.map                              230     230      0       0      0      0      0      0      0
dao-map/lak104d.map                              120     120      0       0      0      0      0      0      0
dao-map/lak105d.map                               90      90      0       0      0      0      0      0      0
dao-map/lak106d.map                              230     230      0       0      0      0      0      0      0
dao-map/lak107d.map                              100     100      0       0      0      0      0      0      0
dao-map/lak108d.map                               59      59      0       0      0      0      0      0      0
dao-map/lak109d.map                              100     100      0       0      0      0      0      0      0
dao-map/lak110d.map                               50      50      0       0      0      0      0      0      0
dao-map/lak200d.map                              560     560      0       0      0      0      0      0      0
dao-map/lak201d.map                              790     790      0       0      0      0      0      0      0
dao-map/lak202d.map                              670     670      0       0      0      0      0      0      0
dao-map/lak203d.map                              320     320      0       0      0      0      0      0      0
dao-map/lak250d.map                              270     270      0       0      0      0      0      0      0
dao-map/lak300d.map                              730     730      0       0      0      0      0      0      0
dao-map/lak302d.map                             1000    1000      0       0      0      0      0      0      0
dao-map/lak303d.map                             1040    1040      0       0      0      0      0      0      0
dao-map/lak304d.map                              750     750      0       0      0      0      0      0      0
dao-map/lak307d.map                              200     200      0       0      0      0      0      0      0
dao-map/lak308d.map                             1239    1239      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
dao-map/lak400d.map                             1320    1320      0       0      0      0      0      0      0
dao-map/lak401d.map                             2180    2180      0       0      0      0      0      0      0
dao-map/lak403d.map                             1090    1090      0       0      0      0      0      0      0
dao-map/lak404d.map                             1330    1330      0       0      0      0      0      0      0
dao-map/lak405d.map                             4040    4040      0       0      0      0      0      0      0
dao-map/lak503d.map                             1220    1220      0       0      0      0      0      0      0
dao-map/lak504d.map                              718     718      0       0      0      0      0      0      0
dao-map/lak505d.map                              920     920      0       0      0      0      0      0      0
dao-map/lak506d.map                             1110    1110      0       0      0      0      0      0      0
dao-map/lak507d.map                              210     210      0       0      0      0      0      0      0
dao-map/lak510d.map                              420     420      0       0      0      0      0      0      0
dao-map/lak511d.map                             1050    1050      0       0      0      0      0      0      0
dao-map/lak512d.map                             2100    2100      0       0      0      0      0      0      0
dao-map/lak513d.map                              880     880      0       0      0      0      0      0      0
dao-map/lak514d.map                              420     420      0       0      0      0      0      0      0
dao-map/lak515d.map                              180     180      0       0      0      0      0      0      0
dao-map/lak519d.map                              480     480      0       0      0      0      0      0      0
dao-map/lak526d.map                              210     210      0       0      0      0      0      0      0
dao-map/lgt101d.map                              108     108      0       0      0      0      0      0      0
dao-map/lgt300d.map                             1730    1730      0       0      0      0      0      0      0
dao-map/lgt600d.map                              939     939      0       0      0      0      0      0      0
dao-map/lgt601d.map                              800     800      0       0      0      0      0      0      0
dao-map/lgt602d.map                              980     980      0       0      0      0      0      0      0
dao-map/lgt603d.map                             1479    1479      0       0      0      0      0      0      0
dao-map/lgt604d.map                              770     770      0       0      0      0      0      0      0
dao-map/lgt605d.map                              219     219      0       0      0      0      0      0      0
dao-map/orz000d.map                              320     320      0       0      0      0      0      0      0
dao-map/orz100d.map                             2420    2420      0       0      0      0      0      0      0
dao-map/orz101d.map                              210     210      0       0      0      0      0      0      0
dao-map/orz102d.map                              110     110      0       0      0      0      0      0      0
dao-map/orz103d.map                             3790    3790      0       0      0      0      0      0      0
dao-map/orz105d.map                              120     120      0       0      0      0      0      0      0
dao-map/orz106d.map                               70      70      0       0      0      0      0      0      0
dao-map/orz107d.map                              100     100      0       0      0      0      0      0      0
dao-map/orz200d.map                              510     510      0       0      0      0      0      0      0
dao-map/orz201d.map                              120     120      0       0      0      0      0      0      0
dao-map/orz203d.map                               60      60      0       0      0      0      0      0      0
dao-map/orz300d.map                             1560    1560      0       0      0      0      0      0      0
dao-map/orz301d.map                              390     390      0       0      0      0      0      0      0
dao-map/orz302d.map                              490     490      0       0      0      0      0      0      0
dao-map/orz303d.map                             1140    1140      0       0      0      0      0      0      0
dao-map/orz304d.map                              379     379      0       0      0      0      0      0      0
dao-map/orz500d.map                              859     859      0       0      0      0      0      0      0
dao-map/orz601d.map                              239     239      0       0      0      0      0      0      0
dao-map/orz700d.map                             3880    3880      0       0      0      0      0      0      0
dao-map/orz701d.map                             3040    3040      0       0      0      0      0      0      0
dao-map/orz702d.map                             4130    4130      0       0      0      0      0      0      0
dao-map/orz703d.map                             2239    2239      0       0      0      0      0      0      0
dao-map/orz704d.map                              199     199      0       0      0      0      0      0      0
dao-map/orz800d.map                             3690    3690      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
dao-map/orz900d.map                             7069    7069      0       0      0      0      0      0      0
dao-map/orz901d.map                             4190    4190      0       0      0      0      0      0      0
dao-map/orz999d.map                             2430    2430      0       0      0      0      0      0      0
dao-map/ost000a.map                             2520    2520      0       0      0      0      0      0      0
dao-map/ost000t.map                             2620    2620      0       0      0      0      0      0      0
dao-map/ost001d.map                              620     620      0       0      0      0      0      0      0
dao-map/ost002d.map                              610     610      0       0      0      0      0      0      0
dao-map/ost003d.map                              810     810      0       0      0      0      0      0      0
dao-map/ost004d.map                              210     210      0       0      0      0      0      0      0
dao-map/ost100d.map                             2930    2930      0       0      0      0      0      0      0
dao-map/ost101d.map                              290     290      0       0      0      0      0      0      0
dao-map/ost102d.map                               60      60      0       0      0      0      0      0      0
dao-map/oth000d.map                             1750    1750      0       0      0      0      0      0      0
dao-map/oth001d.map                              310     310      0       0      0      0      0      0      0
dao-map/oth999d.map                              140     140      0       0      0      0      0      0      0
dao-map/rmtst.map                                440     440      0       0      0      0      0      0      0
dao-map/rmtst01.map                              439     439      0       0      0      0      0      0      0
dao-map/rmtst03.map                              450     450      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-1                     950     950      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-10                    950     950      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-11                    949     949      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-12                    960     960      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-13                    930     930      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-14                    950     950      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-15                   1010    1010      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-16                    968     968      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-17                    950     950      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-18                    940     940      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-19                    940     940      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-2                     930     930      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-20                    990     990      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-21                    990     990      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-22                    970     970      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-23                    980     980      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-24                   1010    1010      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-25                    970     970      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-3                     990     990      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-4                     970     970      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-5                     949     949      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-6                     980     980      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-7                     980     980      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-8                     969     969      0       0      0      0      0      0      0
mapf-map/Berlin_1_256-even-9                     970     970      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-1                     950     950      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-10                    959     959      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-11                    980     980      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-12                    950     950      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-13                    930     930      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-14                    970     970      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-15                    959     959      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
mapf-map/Boston_0_256-even-16                    950     950      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-17                    920     920      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-18                    949     949      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-19                    949     949      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-2                     949     949      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-20                    950     950      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-21                    820     820      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-22                    959     959      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-23                    960     960      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-24                    969     969      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-25                    940     940      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-3                     960     960      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-4                     960     960      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-5                     930     930      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-6                     960     960      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-7                     949     949      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-8                     980     980      0       0      0      0      0      0      0
mapf-map/Boston_0_256-even-9                     960     960      0       0      0      0      0      0      0
mapf-map/brc202d-even-1                         2530    2530      0       0      0      0      0      0      0
mapf-map/brc202d-even-10                        2579    2579      0       0      0      0      0      0      0
mapf-map/brc202d-even-11                        2548    2548      0       0      0      0      0      0      0
mapf-map/brc202d-even-12                        2520    2520      0       0      0      0      0      0      0
mapf-map/brc202d-even-13                        2420    2420      0       0      0      0      0      0      0
mapf-map/brc202d-even-14                        2410    2410      0       0      0      0      0      0      0
mapf-map/brc202d-even-15                        2530    2530      0       0      0      0      0      0      0
mapf-map/brc202d-even-16                        2469    2469      0       0      0      0      0      0      0
mapf-map/brc202d-even-17                        2480    2480      0       0      0      0      0      0      0
mapf-map/brc202d-even-18                        2479    2479      0       0      0      0      0      0      0
mapf-map/brc202d-even-19                        2460    2460      0       0      0      0      0      0      0
mapf-map/brc202d-even-2                         2440    2440      0       0      0      0      0      0      0
mapf-map/brc202d-even-20                        2530    2530      0       0      0      0      0      0      0
mapf-map/brc202d-even-21                        2470    2470      0       0      0      0      0      0      0
mapf-map/brc202d-even-22                        2490    2490      0       0      0      0      0      0      0
mapf-map/brc202d-even-23                        2350    2350      0       0      0      0      0      0      0
mapf-map/brc202d-even-24                        2440    2440      0       0      0      0      0      0      0
mapf-map/brc202d-even-25                        2470    2470      0       0      0      0      0      0      0
mapf-map/brc202d-even-3                         2510    2510      0       0      0      0      0      0      0
mapf-map/brc202d-even-4                         2539    2539      0       0      0      0      0      0      0
mapf-map/brc202d-even-5                         2550    2550      0       0      0      0      0      0      0
mapf-map/brc202d-even-6                         2409    2409      0       0      0      0      0      0      0
mapf-map/brc202d-even-7                         2420    2420      0       0      0      0      0      0      0
mapf-map/brc202d-even-8                         2469    2469      0       0      0      0      0      0      0
mapf-map/brc202d-even-9                         2510    2510      0       0      0      0      0      0      0
mapf-map/den312d-even-1                          290     290      0       0      0      0      0      0      0
mapf-map/den312d-even-10                         270     270      0       0      0      0      0      0      0
mapf-map/den312d-even-11                         259     259      0       0      0      0      0      0      0
mapf-map/den312d-even-12                         280     280      0       0      0      0      0      0      0
mapf-map/den312d-even-13                         290     290      0       0      0      0      0      0      0
mapf-map/den312d-even-14                         280     280      0       0      0      0      0      0      0
mapf-map/den312d-even-15                         270     270      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
mapf-map/den312d-even-16                         300     300      0       0      0      0      0      0      0
mapf-map/den312d-even-17                         278     278      0       0      0      0      0      0      0
mapf-map/den312d-even-18                         300     300      0       0      0      0      0      0      0
mapf-map/den312d-even-19                         300     300      0       0      0      0      0      0      0
mapf-map/den312d-even-2                          290     290      0       0      0      0      0      0      0
mapf-map/den312d-even-20                         290     290      0       0      0      0      0      0      0
mapf-map/den312d-even-21                         279     279      0       0      0      0      0      0      0
mapf-map/den312d-even-22                         309     309      0       0      0      0      0      0      0
mapf-map/den312d-even-23                         260     260      0       0      0      0      0      0      0
mapf-map/den312d-even-24                         260     260      0       0      0      0      0      0      0
mapf-map/den312d-even-25                         290     290      0       0      0      0      0      0      0
mapf-map/den312d-even-3                          280     280      0       0      0      0      0      0      0
mapf-map/den312d-even-4                          299     299      0       0      0      0      0      0      0
mapf-map/den312d-even-5                          290     290      0       0      0      0      0      0      0
mapf-map/den312d-even-6                          299     299      0       0      0      0      0      0      0
mapf-map/den312d-even-7                          278     278      0       0      0      0      0      0      0
mapf-map/den312d-even-8                          290     290      0       0      0      0      0      0      0
mapf-map/den312d-even-9                          250     250      0       0      0      0      0      0      0
mapf-map/den520d-even-1                          860     860      0       0      0      0      0      0      0
mapf-map/den520d-even-10                         870     870      0       0      0      0      0      0      0
mapf-map/den520d-even-11                         860     860      0       0      0      0      0      0      0
mapf-map/den520d-even-12                         859     859      0       0      0      0      0      0      0
mapf-map/den520d-even-13                         860     860      0       0      0      0      0      0      0
mapf-map/den520d-even-14                         890     890      0       0      0      0      0      0      0
mapf-map/den520d-even-15                         830     830      0       0      0      0      0      0      0
mapf-map/den520d-even-16                         870     870      0       0      0      0      0      0      0
mapf-map/den520d-even-17                         890     890      0       0      0      0      0      0      0
mapf-map/den520d-even-18                         858     858      0       0      0      0      0      0      0
mapf-map/den520d-even-19                         880     880      0       0      0      0      0      0      0
mapf-map/den520d-even-2                          890     890      0       0      0      0      0      0      0
mapf-map/den520d-even-20                         840     840      0       0      0      0      0      0      0
mapf-map/den520d-even-21                         870     870      0       0      0      0      0      0      0
mapf-map/den520d-even-22                         869     869      0       0      0      0      0      0      0
mapf-map/den520d-even-23                         880     880      0       0      0      0      0      0      0
mapf-map/den520d-even-24                         870     870      0       0      0      0      0      0      0
mapf-map/den520d-even-25                         849     849      0       0      0      0      0      0      0
mapf-map/den520d-even-3                          840     840      0       0      0      0      0      0      0
mapf-map/den520d-even-4                          869     869      0       0      0      0      0      0      0
mapf-map/den520d-even-5                          890     890      0       0      0      0      0      0      0
mapf-map/den520d-even-6                          850     850      0       0      0      0      0      0      0
mapf-map/den520d-even-7                          890     890      0       0      0      0      0      0      0
mapf-map/den520d-even-8                          860     860      0       0      0      0      0      0      0
mapf-map/den520d-even-9                          840     840      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-1                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-10                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-11                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-12                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-13                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-14                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-15                     128     128      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
mapf-map/empty-16-16-even-16                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-17                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-18                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-19                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-2                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-20                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-21                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-22                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-23                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-24                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-25                     128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-3                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-4                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-5                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-6                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-7                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-8                      128     128      0       0      0      0      0      0      0
mapf-map/empty-16-16-even-9                      128     128      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-1                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-10                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-11                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-12                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-13                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-14                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-15                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-16                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-17                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-18                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-19                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-2                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-20                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-21                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-22                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-23                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-24                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-25                     512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-3                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-4                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-5                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-6                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-7                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-8                      512     512      0       0      0      0      0      0      0
mapf-map/empty-32-32-even-9                      512     512      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-1                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-10                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-11                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-12                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-13                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-14                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-15                    1152    1152      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
mapf-map/empty-48-48-even-16                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-17                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-18                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-19                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-2                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-20                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-21                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-22                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-23                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-24                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-25                    1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-3                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-4                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-5                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-6                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-7                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-8                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-48-48-even-9                     1152    1152      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-1                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-10                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-11                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-12                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-13                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-14                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-15                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-16                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-17                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-18                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-19                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-2                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-20                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-21                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-22                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-23                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-24                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-25                        32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-3                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-4                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-5                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-6                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-7                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-8                         32      32      0       0      0      0      0      0      0
mapf-map/empty-8-8-even-9                         32      32      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-1                       460     460      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-10                      470     470      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-11                      470     470      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-12                      449     449      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-13                      460     460      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-14                      470     470      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-15                      450     450      0       0      0      0      0      0      0
------------------------------------------------------------------------------------------------------------
scen                                               n    pass  jFail  subopt  inval   refL   refS   mism   cold
------------------------------------------------------------------------------------------------------------
mapf-map/ht_chantry-even-16                      450     450      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-17                      480     480      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-18                      460     460      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-19                      480     480      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-2                       460     460      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-20                      460     460      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-21                      450     450      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-22                      460     460      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-23                      450     450      0       0      0      0      0      0      0
mapf-map/ht_chantry-even-24                      459     459      0       0      0      0      0      0      0
